Gene,pvals,p_fdr,log2_fold_change
NP_720952.1,7.41420403431413e-13,1.57361058539777e-12,0.144221194335414
NP_720953.1,4.06527706170004e-13,8.8684607615483e-13,-0.220391702484997
NP_720954.1,2.16038549009551e-09,3.14661351308335e-09,0.135602619920457
NP_720955.1,4.09248799131458e-20,2.466825838457e-19,0.166390326450081
NP_720956.1,1.01894663114158e-21,7.85872618270219e-21,0.113005099109952
NP_720957.1,1.12337878029145e-14,2.96990422481909e-14,0.0879987562393924
NP_720958.1,5.50037817466564e-19,2.81337881048825e-18,0.0939937233445162
NP_720959.1,7.00248217708679e-09,9.74972465167947e-09,0.0780340706318751
NP_720960.1,8.49747632713152e-19,4.16163903121266e-18,-0.00690186658024689
NP_720961.1,4.60220010495779e-17,1.71076091188089e-16,0.120464033670164
NP_720962.1,3.21976405964508e-21,2.29554206676927e-20,0.0788966941562317
NP_720964.1,1.94594789709528e-07,2.41731891592242e-07,0.0299237884814008
NP_720966.1,1,1,-1.99968347719753
NP_720968.1,0.739776590060457,0.745101460117448,-1.81521129691007
NP_720969.1,0.498637069380118,0.505344034617512,-2.02786151366209
NP_720970.1,0.134003393511913,0.138383051075297,-2.42374472753868
NP_720971.1,0.000480849082774794,0.000520432791798796,-2.79361630039958
NP_720972.1,8.41206004607658e-09,1.16214567209196e-08,-3.13657568705066
NP_720973.1,0.000921726390574861,0.000989403835143097,-2.84181967855674
NP_720974.1,0.000415632244866761,0.000451093389304146,-2.80948006423418
NP_720975.1,0.00590588493323407,0.00625723557826152,-2.70166350111057
NP_720977.1,1.60758267327974e-26,2.73848213648262e-25,0.554854615454694
NP_720978.1,4.27366804406125e-14,1.05309631425358e-13,-0.0488509445720483
NP_720979.1,2.91803010431418e-08,3.82625232553647e-08,0.05924749935017
NP_720980.1,8.83457556309733e-14,2.08768800097801e-13,0.13141101102296
NP_720981.1,8.10445437933494e-16,2.52410590288031e-15,0.0936740969355697
NP_720982.1,1.23485082849317e-21,9.37625105820979e-21,0.300683140762641
NP_720983.1,2.22304889041285e-33,8.70990555263755e-32,0.319799024255586
NP_720984.1,3.020133973531e-10,4.829748942161e-10,0.0796212171236959
NP_720985.1,3.30738291076891e-14,8.25371098368954e-14,0.235562260198043
NP_720986.1,1.02339091582276e-10,1.71645788021985e-10,0.262245692383139
NP_720987.1,5.71372645154366e-13,1.22732347791382e-12,0.195737980460148
NP_720988.1,1.27493248035236e-25,1.87788926993253e-24,0.257924534569609
NP_720989.1,1.2183234708951e-07,1.52993312787404e-07,0.24167944645778
NP_720990.1,8.8672351514485e-08,1.124330981339e-07,0.25137236394389
NP_720991.1,2.4533828273985e-28,5.40019883019513e-27,0.16653308468891
NP_720992.1,3.06792284493046e-09,4.40620297156801e-09,0.186230321556121
NP_720993.1,1.29849672167037e-11,2.40430536649552e-11,0.221099949140853
NP_720994.1,2.67252602670301e-09,3.85244921730037e-09,0.184677664725835
NP_720998.1,1.16761946882308e-17,4.73574852882903e-17,0.124016849522257
NP_720999.1,6.61178745261612e-13,1.41248545470829e-12,0.134192250455312
NP_721002.1,6.61339530028053e-14,1.59552233907014e-13,0.197222254198428
NP_721003.1,8.86146057592421e-14,2.09151822508862e-13,0.344508010227311
NP_721004.1,2.5518856255154e-15,7.45028903186986e-15,-0.0327140793782444
NP_721005.1,1.00787018012402e-08,1.38264543617854e-08,0.0823895198678883
NP_721006.1,1.68749331456744e-17,6.7054754629566e-17,0.0817484701378306
NP_721007.1,1.53771144230896e-25,2.16717749315343e-24,0.0620241750253432
NP_721008.1,2.31288531144819e-18,1.04399592744862e-17,0.178997607184289
NP_721013.1,7.18730094677431e-16,2.2600196717064e-15,0.0665356853847135
NP_721014.1,7.92070476778157e-20,4.59072800002488e-19,0.27752153839082
NP_721015.1,6.56351105920459e-17,2.37669467005209e-16,0.121914232523152
NP_721016.1,1.16592814727734e-17,4.73574852882903e-17,0.0876631354030813
NP_721017.1,2.25544416992621e-08,2.99960293882243e-08,-0.0725291605744342
NP_721018.1,2.71594980854439e-08,3.57563553423283e-08,-0.270139249460088
NP_721019.1,4.89467968963827e-14,1.2015886606518e-13,-0.0930624196974781
NP_721020.1,2.34543512561926e-14,5.95169353767893e-14,-0.0410059402726085
NP_721021.1,1.3107797075487e-18,6.2174756588085e-18,-0.0974926775277198
NP_721022.1,1.71674340281772e-20,1.09547241893157e-19,0.363346008933562
NP_721026.1,8.07371790669628e-16,2.51853716229586e-15,-0.0340632046791667
NP_721027.1,2.60081171965185e-17,1.01091074579325e-16,-0.0235913857536243
NP_721029.1,1.05126180115713e-10,1.76018963116822e-10,0.386172866075607
NP_721030.1,2.08059300320396e-08,2.77459611523251e-08,0.182338859410855
NP_721031.1,2.63263425901379e-13,5.86060285614547e-13,0.153093884680836
NP_721032.1,1.09986938864736e-12,2.29951348170776e-12,0.234154434629296
NP_721034.1,3.55572990505768e-22,2.87837805124297e-21,0.317818992801604
NP_721035.1,1.70668963582101e-19,9.3131058400372e-19,0.0624519026425769
NP_721036.1,9.36970000127905e-11,1.58098555577137e-10,-0.156758163781426
NP_721037.1,4.23797013739476e-18,1.84492966647918e-17,0.0149509271095009
NP_721038.1,2.24704782967412e-09,3.26555393051306e-09,-0.110116016694477
NP_721039.1,9.98410174848001e-13,2.10084375137189e-12,-0.165385856567709
NP_721040.1,1.16930037157862e-16,4.07590645537813e-16,0.164914810077245
NP_721041.1,6.67999560916436e-18,2.80216518166017e-17,0.12718440354102
NP_721042.1,1.38818837589279e-25,2.01441557657332e-24,0.508317898861807
NP_721043.1,8.35247451825138e-14,1.98333304015206e-13,-0.195941733875423
NP_721044.1,6.80802713017063e-11,1.16683509606337e-10,-0.36665110038189
NP_721045.1,7.24071359655348e-13,1.54012572591186e-12,-0.326387384424161
NP_721046.1,5.95668406417933e-08,7.65691868879744e-08,0.443926115494928
NP_721047.1,4.62008267914129e-07,5.65671373027362e-07,0.467719979873976
NP_721048.1,5.73044855278496e-19,2.9234241445067e-18,0.19295284782668
NP_721052.1,8.83670231967468e-18,3.63678568156359e-17,0.173144077359259
NP_721053.1,2.1536956855582e-54,2.220573604215e-52,-7.47463420962742
NP_721054.1,3.38239835009592e-105,1.65652959195948e-102,-9.06858067640823
NP_721055.1,0.138684912364872,0.143066742139434,-2.33586761632931
NP_721056.1,1.20866938036536e-07,1.51975822601781e-07,-0.60134536889286
NP_721057.1,1.68284655293278e-17,6.70060243332382e-17,0.375115326466151
NP_721058.1,4.06725468910158e-25,5.42023941221088e-24,0.15186630181846
NP_721059.1,7.20823340375361e-21,4.8194297740455e-20,0.285557422162731
NP_721060.1,6.36382300768761e-19,3.21307455465465e-18,0.15656874539135
NP_721061.1,9.36350166436378e-23,8.49217581504104e-22,0.296781401060603
NP_721063.1,9.64721016093263e-08,1.21928288421078e-07,0.0143850407117166
NP_721064.1,2.65105958105458e-08,3.49585279225868e-08,0.123442183020619
NP_721066.1,4.2459287377241e-16,1.37711496642409e-15,0.01602131571821
NP_721067.1,3.13412559837011e-14,7.86139826787075e-14,0.0752869509363256
NP_721069.1,4.88904977692471e-09,6.88544105894717e-09,-0.318237557093477
NP_721070.1,3.44105348959113e-07,4.22634720132227e-07,-0.475824018252772
NP_721071.1,6.59232447834767e-11,1.13383350773337e-10,-0.398064534750347
NP_721072.1,6.64464799503733e-59,8.67791028151876e-57,-6.66163095838682
NP_721073.1,0.000161157730297171,0.000177065616181805,-3.55160769070079
NP_721074.1,8.01518604755679e-13,1.69565329019047e-12,-3.25976084299791
NP_721075.1,0.0453825168390103,0.047239293564092,-1.24005365607981
NP_721076.1,0.000708951251818045,0.000762258782827415,-0.195418310374345
NP_721077.1,1.90233576858576e-10,3.09011257931965e-10,0.112686218258391
NP_721078.1,2.23617940461708e-09,3.25217182898653e-09,0.239149671961356
NP_721082.1,0.0197577176807036,0.0206759449447107,-0.890681023375047
NP_721083.1,0.00599076960689933,0.00634373927563015,-0.474062891757822
NP_721084.1,0.00139126482279866,0.00148690004793376,-0.5696982529327
NP_721085.1,5.20135683334355e-05,5.83254609989698e-05,-0.36383291028872
NP_721086.1,8.56247011241084e-07,1.03542462655635e-06,-0.404135654034328
NP_721087.1,4.99845575082599e-10,7.85242567431285e-10,-0.223929023167795
NP_721088.1,5.63517539284338e-18,2.39984969447395e-17,0.0519606245434539
NP_721089.1,2.63827811866618e-08,3.48274045449262e-08,-0.387774637166824
NP_721090.1,4.58930835364387e-12,8.93683406042579e-12,-0.320018967253778
NP_721091.1,5.68311210022995e-14,1.38129238267375e-13,-0.279391055355844
NP_721092.1,1.85910799232275e-12,3.78979454418343e-12,-0.266608608479405
NP_721093.1,2.28188494762075e-12,4.57544791442073e-12,-0.22344502499594
NP_721094.1,3.3705221960154e-17,1.28460174746968e-16,-0.0146283514179067
NP_721098.1,1.11579341174696e-11,2.08572451680562e-11,-0.409304081538817
NP_721099.1,3.65582492997551e-11,6.434646035779e-11,-0.203696104272566
NP_721100.1,1.16101557814894e-07,1.46077682568643e-07,-0.385249444314382
NP_721101.1,5.80618583797777e-12,1.11622355805677e-11,-0.282057944721956
NP_721102.1,1.15797904143688e-08,1.57642872979489e-08,0.190660139158529
NP_721103.1,7.38624909887432e-15,1.9958154461648e-14,0.206029440559595
NP_721104.1,7.45680730452835e-22,5.79677996411549e-21,0.246520651544958
NP_721105.1,4.25444077823564e-13,9.26049942729292e-13,0.0575111450521205
NP_721106.1,1.79664865543698e-16,6.04748232989871e-16,0.0165108302675235
NP_721107.1,6.87936277277438e-14,1.65561077049939e-13,-0.125583388103026
NP_721108.1,7.80148184214456e-14,1.85925826383956e-13,-0.1087666383872
NP_721109.1,1.11636532238146e-07,1.40550107104453e-07,-0.0115830469862084
NP_721110.1,6.19521617681081e-11,1.06834757837785e-10,0.0705046891427894
NP_721111.1,3.33980267431256e-15,9.52354212369477e-15,0.0415921583227223
NP_721112.1,6.00274778623e-19,3.04647225731206e-18,0.12858903483319
NP_721113.1,1.89072902068879e-18,8.71514859183374e-18,0.148570116305995
NP_721115.1,1.17499330203623e-13,2.74351832978423e-13,-0.109510407480069
NP_721116.1,1.27078776123475e-10,2.09904993613734e-10,0.140723643842154
NP_721117.1,1.17089806430613e-11,2.18664376356121e-11,0.181829323808946
NP_721118.1,7.6586501601414e-07,9.28421761368627e-07,-0.558625705105853
NP_721119.1,4.7511161491021e-20,2.82900806568116e-19,-0.134041170213256
NP_721121.1,5.7180336854478e-21,3.916653143284e-20,-0.108630998417536
NP_721122.1,1.05136504776229e-08,1.4372813179109e-08,-0.110591952774423
NP_721123.1,2.97681833904509e-10,4.76436856714815e-10,0.242093644210196
NP_721124.1,6.67598800358397e-11,1.14721583324746e-10,0.277426072834618
NP_721125.1,5.71459387464329e-11,9.87203650831234e-11,0.305347680563956
NP_721133.1,4.05480059313e-14,1.00042246372061e-13,-0.183923255361182
NP_721134.1,8.42970824023953e-10,1.28512050137193e-09,-0.100215105678015
NP_721135.1,1.20841557917637e-11,2.25027197681228e-11,0.2923418330385
NP_721136.1,6.19978880850109e-05,6.92834356865581e-05,0.024594518787697
NP_721137.1,4.18782973155309e-25,5.54321516494088e-24,0.144753530941797
NP_721138.1,3.53520090323801e-16,1.16004331146453e-15,0.362505288381712
NP_721143.1,1.25760402439079e-10,2.08078233427497e-10,-0.0137657806787335
NP_721144.1,7.99200202480683e-11,1.35552657719451e-10,0.0654075659661496
NP_721145.1,7.40293376919297e-17,2.66587265695754e-16,0.103623690503667
NP_721146.1,3.74446597808377e-08,4.87726652331523e-08,-0.0700375823905221
NP_721147.1,2.18609833517216e-11,3.92896021890115e-11,-0.0533005884245488
NP_721149.1,2.44868569687613e-12,4.8948727348779e-12,-0.17117037900181
NP_721150.1,7.48007584804923e-12,1.42404942529917e-11,-0.135340535112884
NP_721151.1,7.38049029231832e-10,1.13044413468738e-09,-0.0661946105086759
NP_721152.1,4.66079764867825e-20,2.78368981517094e-19,0.193408519062386
NP_721153.1,4.71418364092388e-21,3.26328118465367e-20,0.235671762352717
NP_721154.1,1.1119502748576e-18,5.37854466282972e-18,0.0423038424581353
NP_721155.1,4.96345905307741e-13,1.07441063922416e-12,-0.0770229276075075
NP_721156.1,1.02891627561172e-08,1.40757470944369e-08,-0.352157896542354
NP_721157.1,2.54151245521258e-05,2.89130249695787e-05,-0.259950335092149
NP_721159.1,6.20358679399591e-16,1.96966394318282e-15,-0.0679889996397812
NP_721160.1,4.18198704302364e-29,1.05032213042094e-27,-0.159415785210245
NP_721161.1,4.46334020019846e-11,7.79294425328768e-11,0.00123599290292065
NP_721162.1,6.84461658153612e-11,1.17208075902354e-10,-0.00520677730771244
NP_721166.1,2.21709253399606e-17,8.70397650119894e-17,0.138183280329525
NP_721168.1,3.55564924306287e-06,4.18852487502114e-06,0.359533306382027
NP_721169.1,8.09746612983335e-35,3.86900881666915e-33,0.446177984190667
NP_721170.1,1.8218424758929e-06,2.16696381923145e-06,-0.858190840753668
NP_721171.1,3.09677055577291e-07,3.82266762366674e-07,0.0421852199721067
NP_721172.1,2.27903040786845e-08,3.02891490435163e-08,-0.0175090978694922
NP_721173.1,2.85912528166664e-16,9.4611932884881e-16,-0.0398069965202881
NP_721174.1,3.84807213429415e-10,6.08915453237661e-10,-0.0588461974870108
NP_721176.1,3.99220062724717e-09,5.65489589933275e-09,-0.142565523436311
NP_721177.1,2.32417908126505e-13,5.21542591088e-13,-0.0706315420228813
NP_721178.1,5.36095589688304e-08,6.91383318103613e-08,0.106932029364437
NP_721179.1,3.37545178993199e-23,3.296308198711e-22,0.131179934976388
NP_721180.1,9.88764658851117e-09,1.35929120469427e-08,-0.0951094902425832
NP_721181.1,1.86810039122393e-13,4.24056624149209e-13,-0.0258147950539158
NP_721183.1,2.16146626457841e-13,4.86702576127482e-13,-3.25460550758102
NP_721186.1,9.34551311475008e-08,1.18344280489951e-07,-3.27306049937298
NP_721188.1,3.1429219558863e-23,3.10958793514206e-22,-0.0924033696299812
NP_721190.1,7.66776718013283e-09,1.06382123979322e-08,-0.021263209727722
NP_721191.1,3.11846090083776e-23,3.10958793514206e-22,-0.0744659240241143
NP_721192.1,2.91452139271263e-11,5.18107750301637e-11,-0.0575098374884521
NP_721193.1,1.60504944807613e-08,2.16251160163765e-08,-0.0943703867366005
NP_721194.1,7.09030366354995e-16,2.23310367795729e-15,-0.0329320390411968
NP_721195.1,1.66339991028087e-08,2.23804974192323e-08,-0.017241393713492
NP_721196.1,5.86861597267934e-24,6.53216971049933e-23,0.063982722423294
NP_721197.1,3.30489053353436e-21,2.33728539898694e-20,0.0930048969569968
NP_721198.1,1.31204804919433e-12,2.71415219469028e-12,0.0657819275886128
NP_721199.1,3.27563195966824e-22,2.68492176108372e-21,0.0746431868436938
NP_721200.1,7.76012882610457e-09,1.07511261459256e-08,0.111922033508605
NP_721201.1,3.84000200695374e-29,9.76956354756154e-28,0.151421493028517
NP_721202.1,1.25465898203937e-12,2.60092798498955e-12,-0.188599642357056
NP_721203.1,4.41376161986475e-05,4.96643251769962e-05,-0.189990694872211
NP_721205.1,1.17942915813348e-11,2.20047782931761e-11,0.027251883888319
NP_721206.1,4.62148886216073e-20,2.76865341925776e-19,0.257387898862646
NP_721207.1,1.48493551658921e-19,8.2877170284851e-19,0.300594223255783
NP_721208.1,9.6164565481216e-09,1.32386777074984e-08,0.237113801390374
NP_721209.1,3.87956054940139e-14,9.60816576014832e-14,0.211624358468341
NP_721212.1,2.00099883989981e-15,5.89467177047178e-15,-0.0888618297834633
NP_721213.3,8.14920988676807e-09,1.12742246950414e-08,-0.0337220693426532
NP_721214.1,1.49081302521082e-13,3.43184808036192e-13,-0.0755957912618052
NP_721216.1,6.24241653210989e-13,1.336491146055e-12,-0.321853505406182
NP_721219.1,1.81780173510719e-06,2.16347120235418e-06,-1.08556047006662
NP_721220.1,1.65110395822252e-16,5.61547335791304e-16,-0.0518488502782317
NP_721221.1,1.92380372374763e-15,5.68436122899187e-15,-0.0139420737318282
NP_721222.1,5.64373239135257e-07,6.89281281462573e-07,-0.283953018380878
NP_721223.1,2.39461683516476e-13,5.35508490877598e-13,0.0864968504735088
NP_721224.1,2.89219229158983e-10,4.63650139052739e-10,0.0296364541928514
NP_721225.1,5.65719231166068e-33,2.13123841125832e-31,0.218156398377248
NP_721226.1,3.72502150821876e-19,1.94595123589348e-18,0.0420319328369578
NP_721227.1,7.9129962726524e-19,3.8851026812346e-18,0.0527379376650276
NP_721228.1,3.87658133725961e-18,1.70274054701605e-17,-0.0596861299615736
NP_721230.1,1.01970988789029e-05,1.17922766846344e-05,-0.16977517839277
NP_721231.1,5.70829340092533e-07,6.96731886131633e-07,-0.087277040948966
NP_721232.1,7.74620860600168e-05,8.62696001089101e-05,-0.0209151758695781
NP_721233.1,6.40478768438772e-26,1.00375832589724e-24,-0.0460099957353739
NP_721234.1,6.03309163465996e-08,7.74497150216177e-08,0.0337969229128342
NP_721235.1,5.94621493969846e-17,2.17325281098308e-16,0.0609067542388519
NP_721236.1,7.66711592135905e-09,1.06382123979322e-08,0.00764042984708082
NP_721237.1,1.00161944507613e-11,1.87409025110233e-11,-0.0196168938366666
NP_721238.1,2.66387639699736e-05,3.02699179914028e-05,-0.0193998981353393
NP_721239.1,1.27813416610337e-05,1.47199578565344e-05,-0.0401975533226362
NP_721240.1,1.33962586735085e-05,1.54009804820441e-05,-0.0963365423678888
NP_721241.1,7.08357023132015e-06,8.24522524251703e-06,-0.139126641572401
NP_721242.1,9.73310197403651e-10,1.46783269954869e-09,-0.122347235338624
NP_721243.1,5.88393305476762e-08,7.5683682562638e-08,-0.124024617542724
NP_721244.1,2.62729315486194e-11,4.68749297848319e-11,-0.148670622350913
NP_721245.1,0.000603826867217439,0.000650658323915821,-0.739324661800418
NP_721246.1,1.71868289506243e-50,1.60328561496538e-48,-6.66880532585689
NP_721247.1,3.11897305012138e-18,1.38236837221443e-17,-4.9354254307362
NP_721248.1,0.0611213044073244,0.0633862548088663,-1.05505971510561
NP_721251.1,2.83382216470417e-13,6.27992943513063e-13,0.00630320271589428
NP_721252.1,3.78486712669618e-09,5.38457131532157e-09,0.0471621855218818
NP_721253.1,1.43696524361471e-13,3.31644383535237e-13,-0.143228913546573
NP_721254.1,9.26454905493136e-11,1.56459065505263e-10,-0.118348632027113
NP_721255.1,2.49891823101842e-13,5.56926145001716e-13,-0.253129415292593
NP_721257.1,1,1,NaN
NP_721258.1,1.64846876936016e-05,1.88630275652836e-05,0.151908196663307
NP_721259.1,3.5147769163481e-09,5.0075985302734e-09,0.156780305094098
NP_721260.1,1.77736194140635e-13,4.0486651665291e-13,0.163224987370961
NP_721261.1,4.5499775422266e-13,9.88182483949215e-13,0.0206917020475509
NP_721262.1,3.77140865971126e-15,1.06304885818336e-14,0.0154739806713653
NP_721263.1,1.42188514638985e-14,3.71892256579135e-14,-0.0811331826362091
NP_721264.1,6.13848480475768e-12,1.17205572441718e-11,0.0724230168100032
NP_721265.1,3.58083635766374e-14,8.90210459982648e-14,-0.0751976383373452
NP_721266.1,2.19015183217425e-08,2.91672837473104e-08,0.0576874420175592
NP_721267.1,6.07923963619965e-21,4.12084098523014e-20,0.0551067182530656
NP_721268.1,2.4379339968163e-27,4.82415424218498e-26,0.122907462208027
NP_721269.1,2.33835387833982e-20,1.4635256382325e-19,0.00550210822750757
NP_721270.1,6.27926577633242e-09,8.76769897065945e-09,0.0857197647115336
NP_721271.1,0.056494983281301,0.0586505947260565,-1.33283694063778
NP_721272.1,0.00262390960734496,0.00279664794384591,-1.25526660397666
NP_721273.1,0.0946165301834811,0.0979153632485153,-1.41827829875835
NP_721274.1,1.04763157606584e-05,1.21008859523171e-05,0.0552380892703857
NP_721275.1,1.84175882820416e-07,2.28934361957612e-07,0.108257737326535
NP_721276.1,7.54522156534526e-15,2.0331621797127e-14,0.0520733960423902
NP_721277.1,2.73040118555564e-10,4.38430813319958e-10,0.175535033180289
NP_721278.1,3.06878032631254e-34,1.30690014331441e-32,0.311413348834602
NP_721279.1,9.87400867418598e-17,3.47898974689394e-16,0.518242726632439
NP_721280.1,7.21188662809066e-07,8.75888772748271e-07,0.49983261586717
NP_721281.1,3.49050720263167e-34,1.45487310850116e-32,0.475626823915027
NP_721282.1,9.24159550997304e-15,2.46316810939281e-14,-0.0977127534054965
NP_721283.1,3.01677174138947e-15,8.70376412574666e-15,-0.0873140629248609
NP_721286.1,0.420177568491821,0.427155089089506,-1.40947065164773
NP_721287.1,0.63249788378733,0.638363397392777,-1.33426963057701
NP_721288.1,0.46736862682949,0.4739001759622,-1.31420671334393
NP_721289.1,0.216723966898573,0.222400341097069,-1.30974474172073
NP_721290.1,0.940644362486876,0.944017574852351,-1.27985391862502
NP_721291.1,0.998621284666336,1,-1.25613244763763
NP_721292.1,0.557390896642543,0.563430736079846,-1.18232377471621
NP_721294.1,0.877287432711098,0.881788650939477,-1.34247375139529
NP_721295.1,0.76434746029847,0.769453584133968,-1.26019751589988
NP_721296.1,0.0289040645017994,0.030182869061314,-0.856051734865221
NP_721297.1,0.00229168031987107,0.00244520792299968,-0.49469697905998
NP_721298.1,1.74006219817703e-13,3.96831413996369e-13,-0.163026477702367
NP_721299.1,4.07154563414193e-17,1.53609530888807e-16,-0.0172040604974646
NP_721300.1,5.29848097309972e-21,3.64200850045696e-20,0.0869766305846511
NP_721301.1,5.5237362006636e-14,1.34925177270573e-13,0.164925971470254
NP_721302.1,1.03769597161779e-06,1.24638038528465e-06,-0.594785414370804
NP_721303.1,5.5108568811136e-15,1.51201241317949e-14,-0.216693449179884
NP_721304.1,3.67647198200383e-10,5.83174786457126e-10,-0.175620021888952
NP_721305.1,3.29613194902428e-13,7.25519380689726e-13,0.192147904543582
NP_721306.1,1.86764293481849e-19,1.0079097821789e-18,0.227282144345062
NP_721307.1,8.59730875820534e-21,5.68990805990684e-20,0.244465110403066
NP_721308.1,3.31971618808976e-27,6.37580785536064e-26,0.0639767633616949
NP_721309.1,8.24575649810736e-11,1.39494274436894e-10,0.0479577986003774
NP_721310.1,1.05653652336886e-14,2.79696628281027e-14,-0.0960174328082223
NP_721311.1,1.09346680848387e-15,3.33141753937775e-15,-0.149454796731164
NP_721312.1,1.86558764831184e-14,4.78362068461112e-14,-0.260964939425582
NP_721313.1,7.86559244926892e-12,1.49164526700076e-11,0.353061409315877
NP_721315.1,8.72281086911674e-06,1.01172211323858e-05,-0.0285894151994038
NP_721321.1,3.77189813308521e-16,1.22947561442827e-15,-0.0793333703606783
NP_721322.1,5.2344177102048e-10,8.19027499544026e-10,0.0652509192078602
NP_721323.1,6.03475090433362e-10,9.3529090360677e-10,0.180902776743409
NP_721324.1,4.79146858121142e-18,2.05844012074412e-17,0.200650839841113
NP_721325.1,0.000278269370170249,0.000303186705318975,-2.41047028105679
NP_721326.1,0.0287961798686896,0.0300862487268069,-1.46067205739839
NP_721327.1,0.00525716123438878,0.00557594957128729,-1.36204387857275
NP_721328.1,0.012838748689629,0.0134786220166041,-1.15454129927607
NP_721331.1,4.50014962650993e-05,5.06073083716013e-05,-0.783638777660956
NP_721332.1,1.47717557310703e-05,1.69227306884016e-05,-0.660750644379264
NP_721333.1,2.96564346627826e-05,3.35820552048503e-05,-0.765095939070529
NP_721334.1,0.0049609332431466,0.00526746245166622,-0.964302245196865
NP_721335.1,0.00057302961376102,0.000618152540395286,-0.804723503822661
NP_721336.1,2.0917047942115e-26,3.4725844846274e-25,0.119580864913966
NP_721337.1,6.13884965647609e-16,1.95227377873972e-15,0.109041055301893
NP_721338.1,5.9276935178401e-10,9.21615206464187e-10,0.0147803205735859
NP_721343.1,1.60263765899171e-18,7.45740421369302e-18,0.146031744543491
NP_721344.1,1.0050330987775e-12,2.1125105584819e-12,0.160751001988638
NP_721345.1,7.64612686183221e-15,2.0546999344759e-14,-0.0241814368262639
NP_721346.1,1.39175297551265e-11,2.5624474426967e-11,-0.089937614985754
NP_721347.1,6.75578265200322e-06,7.86835803524038e-06,-0.0714917548425399
NP_721348.1,1.3172903695815e-07,1.65315300064712e-07,-0.05686269415566
NP_721349.1,1.3788900566363e-14,3.61129093709961e-14,-0.160510728665012
NP_721350.1,4.84258217429011e-14,1.19029090080732e-13,-0.0325151230416855
NP_721352.1,2.09033202354258e-25,2.84939675534762e-24,0.430805977549872
NP_721353.1,4.10731675127258e-23,3.90593859987524e-22,0.373286674258323
NP_721355.1,5.32063956697013e-13,1.14665928621501e-12,0.354426463806001
NP_721356.1,1.71245229960521e-06,2.03932769296451e-06,0.287772568049211
NP_721358.1,8.21331101501884e-10,1.2540823287936e-09,0.378820036024187
NP_721359.1,9.35316835835401e-12,1.75506291321988e-11,-0.350881126943719
NP_721360.1,2.60295199418177e-11,4.64829804612771e-11,-0.325556415917604
NP_721362.1,1.08623266674556e-12,2.27342926725915e-12,0.171289028984049
NP_721363.1,1.11753945646383e-28,2.60626166096744e-27,0.159451923193162
NP_721364.1,1.98381427803997e-12,4.01891641228574e-12,0.150988776595574
NP_721365.1,2.97342111400669e-20,1.82599748035708e-19,0.119624690040502
NP_721366.1,6.23221098174289e-19,3.15475486130086e-18,0.0761380068670654
NP_721367.1,3.87637430958926e-09,5.50520222744798e-09,0.140334370646709
NP_721368.1,2.61476073245509e-38,1.60072383589985e-36,0.08950929096608
NP_721369.1,5.47956503883457e-12,1.05862602673342e-11,-0.00410245468789783
NP_721370.1,1.16678166402295e-10,1.93869828653178e-10,-0.0285435175780354
NP_721371.1,3.10918306617913e-11,5.50713347797912e-11,-0.208804128175362
NP_721372.1,2.06060582694738e-12,4.14874287254873e-12,-0.280932432147621
NP_721373.1,8.21178915721578e-08,1.04460356876531e-07,-0.315159846614255
NP_721374.1,3.29558498183607e-08,4.30690525644887e-08,-0.268029695188623
NP_721375.1,0.000617890770422224,0.000665446959459668,-1.03612066938547
NP_721376.1,0.0483783229074049,0.0503042115581774,-1.00880254567713
NP_721377.1,0.000197860811139284,0.000216905052614358,-0.213096990131158
NP_721379.1,6.71275061198584e-14,1.61750042421651e-13,-0.2013097221369
NP_721380.1,7.52269875364174e-15,2.02988524220168e-14,-0.0350758369977112
NP_721382.1,4.19720727678736e-15,1.17461843646092e-14,0.497951749406722
NP_721383.1,1.92196330084958e-21,1.42618413119861e-20,0.17281625254327
NP_721384.1,4.12940580902772e-05,4.65181482454589e-05,0.10320844590498
NP_721385.1,1.21120800452282e-09,1.80437755198495e-09,0.176482197637722
NP_721386.1,1.33797422551133e-13,3.0982169122656e-13,0.135979362364607
NP_721387.1,3.38212326667131e-23,3.296308198711e-22,0.285660391380335
NP_721388.1,3.21507398093496e-22,2.64635711287882e-21,0.324430667180568
NP_721389.1,4.47101623874251e-29,1.10869883692362e-27,0.324726624595311
NP_721390.1,1.55001670930716e-05,1.77468307044577e-05,-0.467485229424158
NP_721391.1,6.03176355407462e-06,7.03346714430487e-06,-0.504832091137394
NP_721392.1,1.36943612615007e-05,1.57344596547096e-05,-0.483641323403655
NP_721393.1,0.000353439438543874,0.000384019889133361,-0.433774886309659
NP_721394.1,1.38978300636393e-10,2.28404774284139e-10,-0.133130239306041
NP_721395.1,8.4782109264332e-10,1.28950428609337e-09,-0.0861298610697419
NP_721396.1,2.34097149722878e-141,4.58596316307119e-138,-8.65170274211547
NP_721397.1,0.0875705257549624,0.0906715961701751,-2.27386394647866
NP_721398.1,0.370422737091315,0.377750204040545,-2.05709982383365
NP_721399.1,5.97777342392922e-59,8.36461295534096e-57,2.10169107401308
NP_721400.1,1.56676713019129e-48,1.39513491274761e-46,1.45000962139729
NP_721401.1,6.73804131479414e-16,2.12557535196163e-15,0.459100523546514
NP_721402.1,1.29922998919125e-26,2.25238190161562e-25,0.486821407669968
NP_721403.1,3.71251264798654e-15,1.04946786109749e-14,-0.114037417012129
